instance,ghtw,triang,balsepkdecomp,globalbipkdecomp,localbipkdecomp,frasmt
hypergraphs_rand_q0082.hg,7,437.96,TO,TO,TO,TO
hypergraphs_rand_q0083.hg,5,0.23,TO,TO,TO,98.46
hypergraphs_rand_q0084.hg,9,3080.19,TO,TO,TO,TO
hypergraphs_rand_q0085.hg,7,21.14,TO,TO,TO,TO
hypergraphs_rand_q0086.hg,6,49.89,TO,TO,TO,TO
hypergraphs_rand_q0087.hg,6,90.0,TO,TO,TO,TO
hypergraphs_rand_q0088.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0089.hg,7,90.28,TO,TO,TO,TO
hypergraphs_rand_q0090.hg,2,0.13,0.45,0.6,0.48,34.52
hypergraphs_rand_q0091.hg,5,0.75,TO,TO,TO,248.49
hypergraphs_rand_q0092.hg,2,0.04,0.53,1.81,0.41,5.67
hypergraphs_rand_q0093.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0094.hg,2,0.04,0.38,0.59,0.26,8.35
hypergraphs_rand_q0095.hg,7,212.94,TO,TO,TO,TO
hypergraphs_rand_q0096.hg,2,0.06,0.27,0.36,0.32,159.41
hypergraphs_rand_q0097.hg,7,68.71,TO,TO,TO,TO
hypergraphs_rand_q0098.hg,5,6.35,TO,TO,TO,698.39
hypergraphs_rand_q0099.hg,5,0.38,TO,TO,TO,402.66
hypergraphs_rand_q0100.hg,4,2.06,0.44,TO,TO,171.19
hypergraphs_rand_q0101.hg,4,0.24,TO,TO,TO,288.64
hypergraphs_rand_q0102.hg,2,0.04,0.55,2619.46,0.44,21.54
hypergraphs_rand_q0103.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0104.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0105.hg,6,65.93,TO,TO,TO,TO
hypergraphs_rand_q0106.hg,6,52.0,TO,TO,TO,TO
hypergraphs_rand_q0107.hg,7,1199.15,TO,TO,TO,TO
hypergraphs_rand_q0108.hg,6,38.28,TO,TO,TO,TO
hypergraphs_rand_q0109.hg,1,0.04,0.22,0.23,0.23,36.43
hypergraphs_rand_q0110.hg,7,335.85,TO,TO,TO,TO
hypergraphs_rand_q0111.hg,4,0.28,2.78,TO,49.33,359.39
hypergraphs_rand_q0112.hg,3,0.1,0.23,TO,2.0,11.4
hypergraphs_rand_q0113.hg,6,27.93,TO,TO,TO,TO
hypergraphs_rand_q0114.hg,8,406.99,TO,TO,TO,TO
hypergraphs_rand_q0115.hg,3,0.49,0.57,23.31,32.01,65.75
hypergraphs_rand_q0116.hg,4,1.81,0.34,TO,TO,621.55
hypergraphs_rand_q0117.hg,5,0.15,TO,TO,TO,848.08
hypergraphs_rand_q0118.hg,3,0.27,0.65,10.42,8.67,94.94
hypergraphs_rand_q0119.hg,6,2.54,TO,TO,TO,TO
hypergraphs_rand_q0120.hg,2,0.05,0.39,2.61,0.98,22.5
hypergraphs_rand_q0121.hg,1,0.02,0.44,0.27,0.18,4.85
hypergraphs_rand_q0122.hg,4,0.84,TO,TO,TO,62.18
hypergraphs_rand_q0123.hg,4,0.18,0.91,TO,TO,166.48
hypergraphs_rand_q0124.hg,2,0.03,0.63,TO,0.43,29.03
hypergraphs_rand_q0125.hg,3,0.1,0.33,40.35,5.01,4.21
hypergraphs_rand_q0126.hg,3,0.28,0.18,104.22,0.45,239.43
hypergraphs_rand_q0127.hg,4,0.3,6.65,TO,TO,241.62
hypergraphs_rand_q0128.hg,1,0.01,0.59,0.25,0.24,3.57
hypergraphs_rand_q0129.hg,3,0.16,0.36,TO,TO,87.89
hypergraphs_rand_q0130.hg,4,0.15,1.08,TO,TO,123.12
hypergraphs_rand_q0131.hg,2,0.04,0.48,218.54,0.33,19.83
hypergraphs_rand_q0132.hg,2,0.03,0.3,1.35,0.15,7.74
hypergraphs_rand_q0133.hg,2,0.03,0.53,124.66,0.44,11.18
hypergraphs_rand_q0134.hg,4,0.65,0.28,TO,2937.11,670.82
hypergraphs_rand_q0135.hg,3,0.14,0.15,14.79,0.4,62.84
hypergraphs_rand_q0136.hg,1,0.03,0.15,0.23,0.24,4.36
hypergraphs_rand_q0137.hg,2,0.04,0.58,81.99,0.36,10.4
hypergraphs_rand_q0138.hg,2,0.05,0.4,35.91,0.29,13.45
hypergraphs_rand_q0139.hg,2,0.15,0.33,0.4,0.38,22.85
hypergraphs_rand_q0140.hg,6,2.67,TO,TO,TO,TO
hypergraphs_rand_q0141.hg,7,368.75,TO,TO,TO,TO
hypergraphs_rand_q0142.hg,7,31.4,TO,TO,TO,TO
hypergraphs_rand_q0143.hg,6,2.06,TO,TO,TO,TO
hypergraphs_rand_q0144.hg,6,10.02,TO,TO,TO,TO
hypergraphs_rand_q0145.hg,2,0.07,0.28,0.24,0.38,6.88
hypergraphs_rand_q0146.hg,2,0.06,0.24,0.27,0.17,105.47
hypergraphs_rand_q0147.hg,2,0.07,0.23,0.38,0.16,91.71
hypergraphs_rand_q0148.hg,5,0.92,227.7,TO,TO,TO
hypergraphs_rand_q0149.hg,6,911.76,TO,TO,TO,TO
hypergraphs_rand_q0150.hg,4,0.17,2.01,TO,TO,130.33
hypergraphs_rand_q0151.hg,7,37.37,TO,TO,TO,TO
hypergraphs_rand_q0152.hg,1,0.03,RTE,0.28,0.26,4.07
hypergraphs_rand_q0153.hg,1,0.03,0.52,0.14,0.2,3.77
hypergraphs_rand_q0154.hg,5,0.77,TO,TO,TO,TO
hypergraphs_rand_q0155.hg,3,0.04,0.73,TO,TO,30.03
hypergraphs_rand_q0156.hg,4,0.18,6.62,TO,TO,195.68
hypergraphs_rand_q0157.hg,6,3.87,TO,TO,TO,TO
hypergraphs_rand_q0158.hg,1,0.03,0.48,0.2,0.21,3.06
hypergraphs_rand_q0159.hg,3,0.03,5.73,TO,TO,27.4
hypergraphs_rand_q0160.hg,5,14.83,TO,TO,TO,1135.45
hypergraphs_rand_q0161.hg,6,50.7,TO,TO,TO,TO
hypergraphs_rand_q0162.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0163.hg,4,5.03,658.83,TO,TO,217.14
hypergraphs_rand_q0164.hg,4,0.11,TO,TO,TO,80.52
hypergraphs_rand_q0165.hg,3,0.04,34.62,TO,TO,47.46
hypergraphs_rand_q0166.hg,8,755.32,TO,TO,TO,TO
hypergraphs_rand_q0167.hg,3,0.12,0.22,6.04,0.36,109.53
hypergraphs_rand_q0168.hg,5,11.51,1.48,TO,TO,736.03
hypergraphs_rand_q0169.hg,5,10.23,TO,TO,TO,390.04
hypergraphs_rand_q0170.hg,2,0.05,0.23,0.16,0.25,108.61
hypergraphs_rand_q0171.hg,4,0.1,TO,TO,TO,21.99
hypergraphs_rand_q0172.hg,1,0.02,0.58,0.34,0.25,5.69
hypergraphs_rand_q0173.hg,4,0.67,0.58,TO,TO,179.04
hypergraphs_rand_q0174.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0175.hg,2,0.07,0.28,0.3,0.32,10.08
hypergraphs_rand_q0176.hg,6,2.27,TO,TO,TO,TO
hypergraphs_rand_q0177.hg,2,0.03,0.19,0.23,0.24,22.89
hypergraphs_rand_q0178.hg,1,0.02,0.29,0.12,0.24,2.12
hypergraphs_rand_q0179.hg,5,6.63,0.66,TO,TO,1209.79
hypergraphs_rand_q0180.hg,2,0.03,0.29,0.37,0.19,16.76
hypergraphs_rand_q0181.hg,7,155.54,TO,TO,TO,TO
hypergraphs_rand_q0182.hg,5,3.25,TO,TO,TO,152.48
hypergraphs_rand_q0183.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0184.hg,8,3230.88,TO,TO,TO,TO
hypergraphs_rand_q0185.hg,3,0.12,0.22,4.2,0.68,200.09
hypergraphs_rand_q0186.hg,5,0.31,TO,TO,TO,3595.39
hypergraphs_rand_q0187.hg,5,0.87,TO,TO,TO,466.74
hypergraphs_rand_q0188.hg,4,0.2,0.53,TO,TO,164.81
hypergraphs_rand_q0189.hg,7,82.99,TO,TO,TO,TO
hypergraphs_rand_q0190.hg,4,3.64,1596.05,TO,TO,310.08
hypergraphs_rand_q0191.hg,5,0.89,TO,TO,TO,TO
hypergraphs_rand_q0192.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0193.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0194.hg,4,1.79,8.07,TO,TO,100.27
hypergraphs_rand_q0195.hg,6,46.43,TO,TO,TO,TO
hypergraphs_rand_q0196.hg,7,33.13,TO,TO,TO,TO
hypergraphs_rand_q0197.hg,7,1546.76,TO,TO,TO,TO
hypergraphs_rand_q0198.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0199.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0200.hg,5,0.69,TO,TO,TO,TO
hypergraphs_rand_q0201.hg,4,1.52,4.43,TO,TO,302.89
hypergraphs_rand_q0202.hg,6,27.19,TO,TO,TO,TO
hypergraphs_rand_q0203.hg,8,729.73,TO,TO,TO,TO
hypergraphs_rand_q0204.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0205.hg,3,0.16,1.71,2.28,1.14,29.91
hypergraphs_rand_q0206.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0207.hg,6,581.55,TO,TO,TO,TO
hypergraphs_rand_q0208.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0209.hg,2,0.06,0.53,0.23,0.26,82.57
hypergraphs_rand_q0210.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0211.hg,8,1112.39,TO,TO,TO,TO
hypergraphs_rand_q0212.hg,3,0.35,0.27,42.17,0.3,396.02
hypergraphs_rand_q0213.hg,6,63.63,259.35,TO,TO,TO
hypergraphs_rand_q0214.hg,6,1.89,TO,TO,TO,TO
hypergraphs_rand_q0215.hg,1,0.03,0.66,0.24,0.25,3.72
hypergraphs_rand_q0216.hg,6,3.0,TO,TO,TO,TO
hypergraphs_rand_q0217.hg,2,0.06,0.25,0.24,0.27,3.07
hypergraphs_rand_q0218.hg,6,15.83,TO,TO,TO,TO
hypergraphs_rand_q0219.hg,6,10.67,1894.29,TO,TO,TO
hypergraphs_rand_q0220.hg,7,298.1,TO,TO,TO,TO
hypergraphs_rand_q0221.hg,8,846.99,TO,TO,TO,TO
hypergraphs_rand_q0222.hg,3,0.17,1.05,38.35,0.85,90.93
hypergraphs_rand_q0223.hg,6,7.72,TO,TO,TO,TO
hypergraphs_rand_q0224.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0225.hg,7,35.03,TO,TO,TO,TO
hypergraphs_rand_q0226.hg,6,1.62,TO,TO,TO,TO
hypergraphs_rand_q0227.hg,7,124.88,TO,TO,TO,TO
hypergraphs_rand_q0228.hg,2,0.04,0.27,0.25,0.29,12.01
hypergraphs_rand_q0229.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0230.hg,7,35.26,TO,TO,TO,TO
hypergraphs_rand_q0231.hg,2,0.04,0.41,2.03,0.29,10.06
hypergraphs_rand_q0232.hg,3,0.24,0.24,TO,TO,81.09
hypergraphs_rand_q0233.hg,3,0.02,6.68,1174.85,2401.15,6.25
hypergraphs_rand_q0234.hg,2,0.04,0.48,0.34,0.3,3.12
hypergraphs_rand_q0235.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0236.hg,2,0.04,0.38,0.44,0.26,5.57
hypergraphs_rand_q0237.hg,2,0.08,0.28,0.31,0.34,83.95
hypergraphs_rand_q0238.hg,3,0.11,0.16,15.46,0.35,134.81
hypergraphs_rand_q0239.hg,9,3021.92,TO,TO,TO,TO
hypergraphs_rand_q0240.hg,7,924.25,TO,TO,TO,TO
hypergraphs_rand_q0241.hg,7,124.22,TO,TO,TO,TO
hypergraphs_rand_q0242.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0243.hg,3,0.22,10.24,8.69,1.93,33.77
hypergraphs_rand_q0244.hg,1,0.03,0.56,1.7,0.2,7.01
hypergraphs_rand_q0245.hg,2,0.03,0.66,0.32,0.22,3.63
hypergraphs_rand_q0246.hg,5,2.36,TO,TO,TO,274.33
hypergraphs_rand_q0247.hg,3,0.06,0.73,2593.53,1041.57,8.29
hypergraphs_rand_q0248.hg,7,152.96,TO,TO,TO,TO
hypergraphs_rand_q0249.hg,6,234.43,TO,TO,TO,TO
hypergraphs_rand_q0250.hg,7,1931.77,TO,TO,TO,TO
hypergraphs_rand_q0251.hg,3,0.26,0.66,5.47,2.21,146.04
hypergraphs_rand_q0252.hg,4,0.36,26.31,MO,TO,919.3
hypergraphs_rand_q0253.hg,6,5.67,TO,TO,TO,TO
hypergraphs_rand_q0254.hg,4,1.2000000000000002,TO,TO,TO,472.0
hypergraphs_rand_q0255.hg,4,0.28,0.27,TO,24.85,586.57
hypergraphs_rand_q0256.hg,7,88.22,TO,TO,TO,TO
hypergraphs_rand_q0257.hg,8,318.56,TO,TO,TO,TO
hypergraphs_rand_q0258.hg,3,0.08,0.56,TO,287.05,11.02
hypergraphs_rand_q0259.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0260.hg,4,0.28,8.08,TO,TO,197.02
hypergraphs_rand_q0261.hg,6,9.35,TO,TO,TO,TO
hypergraphs_rand_q0262.hg,8,2313.88,TO,TO,TO,TO
hypergraphs_rand_q0263.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0264.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0265.hg,2,0.08,0.76,TO,0.51,42.69
hypergraphs_rand_q0266.hg,2,0.07,0.28,0.3,0.3,122.82
hypergraphs_rand_q0267.hg,2,0.04,0.68,716.77,0.33,17.71
hypergraphs_rand_q0268.hg,5,0.54,TO,TO,TO,TO
hypergraphs_rand_q0269.hg,6,1.07,TO,TO,TO,TO
hypergraphs_rand_q0270.hg,6,6.69,TO,TO,TO,TO
hypergraphs_rand_q0271.hg,7,186.3,TO,TO,TO,TO
hypergraphs_rand_q0272.hg,2,0.05,0.53,TO,0.4,36.1
hypergraphs_rand_q0273.hg,5,0.49,22.51,TO,TO,1221.18
hypergraphs_rand_q0274.hg,5,0.72,TO,TO,TO,TO
hypergraphs_rand_q0275.hg,1,0.03,0.22,0.21,0.24,128.26
hypergraphs_rand_q0276.hg,3,0.03,0.38,TO,TO,43.41
hypergraphs_rand_q0277.hg,6,357.67,TO,TO,TO,TO
hypergraphs_rand_q0278.hg,7,1181.47,TO,TO,TO,TO
hypergraphs_rand_q0279.hg,6,44.07,TO,TO,TO,TO
hypergraphs_rand_q0280.hg,8,2686.9,TO,TO,TO,TO
hypergraphs_rand_q0281.hg,2,0.04,0.28,0.31,0.24,119.78
hypergraphs_rand_q0282.hg,3,0.18,0.17,1326.11,0.43,71.34
hypergraphs_rand_q0283.hg,3,0.09000000000000001,0.22,4.13,0.26,261.53
hypergraphs_rand_q0284.hg,7,157.61,TO,TO,TO,TO
hypergraphs_rand_q0285.hg,3,0.06,0.5,TO,TO,55.28
hypergraphs_rand_q0286.hg,4,0.12,TO,TO,TO,53.79
hypergraphs_rand_q0287.hg,6,31.18,TO,TO,TO,TO
hypergraphs_rand_q0288.hg,3,0.34,0.5,34.15,356.32,37.39
hypergraphs_rand_q0289.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0290.hg,7,73.08,TO,TO,TO,TO
hypergraphs_rand_q0291.hg,6,10.16,TO,TO,TO,TO
hypergraphs_rand_q0292.hg,1,0.01,0.51,0.25,0.22,3.64
hypergraphs_rand_q0293.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0294.hg,7,2534.53,TO,TO,TO,TO
hypergraphs_rand_q0295.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0296.hg,3,0.04,0.75,TO,TO,33.76
hypergraphs_rand_q0297.hg,4,0.09,TO,TO,TO,13.21
hypergraphs_rand_q0298.hg,6,138.26,TO,TO,TO,TO
hypergraphs_rand_q0299.hg,6,6.28,TO,TO,TO,TO
hypergraphs_rand_q0300.hg,7,590.67,TO,TO,TO,TO
hypergraphs_rand_q0301.hg,4,1.7,48.39,TO,TO,147.85
hypergraphs_rand_q0302.hg,2,0.03,0.53,1107.33,0.37,21.16
hypergraphs_rand_q0303.hg,3,0.13,0.16,79.96,0.26,32.5
hypergraphs_rand_q0304.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0305.hg,1,0.03,RTE,0.28,0.23,3.88
hypergraphs_rand_q0306.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0307.hg,7,75.42,TO,TO,TO,TO
hypergraphs_rand_q0308.hg,7,927.14,TO,TO,TO,TO
hypergraphs_rand_q0309.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0310.hg,5,3.08,307.34,TO,TO,497.77
hypergraphs_rand_q0311.hg,6,39.09,TO,TO,TO,TO
hypergraphs_rand_q0312.hg,8,391.33,TO,TO,TO,TO
hypergraphs_rand_q0313.hg,1,0.02,0.23,0.27,0.26,3.35
hypergraphs_rand_q0314.hg,3,0.38,0.55,17.13,6.44,165.3
hypergraphs_rand_q0315.hg,3,0.03,0.37,TO,TO,68.21
hypergraphs_rand_q0316.hg,5,0.64,21.7,TO,TO,1966.51
hypergraphs_rand_q0317.hg,2,0.03,0.49,60.74,0.36,11.62
hypergraphs_rand_q0318.hg,6,4.11,TO,TO,TO,TO
hypergraphs_rand_q0319.hg,6,3.52,TO,TO,TO,TO
hypergraphs_rand_q0320.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0321.hg,5,0.92,TO,TO,TO,TO
hypergraphs_rand_q0322.hg,6,52.91,TO,TO,TO,TO
hypergraphs_rand_q0323.hg,3,0.03,0.47,TO,TO,35.71
hypergraphs_rand_q0324.hg,1,0.02,0.11,0.27,0.25,3.64
hypergraphs_rand_q0325.hg,3,0.14,0.77,4.18,2.61,64.41
hypergraphs_rand_q0326.hg,7,885.75,TO,TO,TO,TO
hypergraphs_rand_q0327.hg,5,8.64,TO,TO,TO,523.04
hypergraphs_rand_q0328.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0329.hg,8,231.75,TO,TO,TO,TO
hypergraphs_rand_q0330.hg,7,783.25,TO,TO,TO,TO
hypergraphs_rand_q0331.hg,8,268.55999999999995,TO,TO,TO,TO
hypergraphs_rand_q0332.hg,1,0.03,0.56,0.43,0.21,6.01
hypergraphs_rand_q0333.hg,7,747.98,TO,TO,TO,TO
hypergraphs_rand_q0334.hg,6,12.23,TO,TO,TO,TO
hypergraphs_rand_q0335.hg,2,0.05,0.21,0.25,0.26,318.92
hypergraphs_rand_q0336.hg,3,0.03,1.49,TO,TO,12.55
hypergraphs_rand_q0337.hg,2,0.03,0.36,3.08,0.12,24.05
hypergraphs_rand_q0338.hg,2,0.03,0.33,1.39,0.15,8.07
hypergraphs_rand_q0339.hg,4,0.17,TO,TO,TO,52.35
hypergraphs_rand_q0340.hg,2,0.09,RTE,0.51,0.44,4.14
hypergraphs_rand_q0341.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0342.hg,4,1.19,0.5,TO,177.83,539.43
hypergraphs_rand_q0343.hg,5,0.25,TO,TO,TO,118.82
hypergraphs_rand_q0344.hg,3,0.06,1.13,TO,TO,56.86
hypergraphs_rand_q0345.hg,3,0.07,0.28,TO,117.25,11.79
hypergraphs_rand_q0346.hg,3,0.09,0.9,30.9,16.56,7.07
hypergraphs_rand_q0347.hg,1,0.03,0.88,0.29,0.12,1.38
hypergraphs_rand_q0348.hg,6,7.880000000000001,TO,TO,TO,TO
hypergraphs_rand_q0349.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0350.hg,5,7.42,1.29,TO,TO,479.19
hypergraphs_rand_q0351.hg,2,0.06,0.14,0.3,0.31,12.46
hypergraphs_rand_q0352.hg,2,0.02,0.22,0.47,0.25,9.46
hypergraphs_rand_q0353.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0354.hg,3,0.15,2.15,16.57,2.27,10.51
hypergraphs_rand_q0355.hg,6,242.84,TO,TO,TO,TO
hypergraphs_rand_q0356.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0357.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0358.hg,3,0.05,2.45,TO,TO,21.63
hypergraphs_rand_q0359.hg,2,0.04,0.41,349.02,0.35,17.51
hypergraphs_rand_q0360.hg,1,0.03,0.46,0.29,0.12,3.94
hypergraphs_rand_q0361.hg,5,4.38,24.72,TO,TO,378.98
hypergraphs_rand_q0362.hg,2,0.04,0.25,0.24,0.26,5.37
hypergraphs_rand_q0363.hg,5,0.46,TO,TO,TO,793.64
hypergraphs_rand_q0364.hg,8,341.79,TO,TO,TO,TO
hypergraphs_rand_q0365.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0366.hg,3,0.11,0.31,TO,23.33,65.62
hypergraphs_rand_q0367.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0368.hg,1,0.04,RTE,0.27,0.28,4.06
hypergraphs_rand_q0369.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0370.hg,2,0.06,0.25,0.28,0.28,20.17
hypergraphs_rand_q0371.hg,7,25.06,TO,TO,TO,TO
hypergraphs_rand_q0372.hg,7,1853.35,TO,TO,TO,TO
hypergraphs_rand_q0373.hg,5,9.4,0.6,TO,TO,920.94
hypergraphs_rand_q0374.hg,6,5.48,TO,TO,TO,TO
hypergraphs_rand_q0375.hg,7,20.92,TO,TO,TO,TO
hypergraphs_rand_q0376.hg,8,505.59,TO,TO,TO,TO
hypergraphs_rand_q0377.hg,5,5.06,0.46,TO,TO,871.12
hypergraphs_rand_q0378.hg,4,0.25,0.26,TO,35.99,251.31
hypergraphs_rand_q0379.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0380.hg,8,2133.42,TO,TO,TO,TO
hypergraphs_rand_q0381.hg,7,53.77,TO,TO,TO,TO
hypergraphs_rand_q0382.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0383.hg,1,0.05,RTE,0.27,0.28,3.49
hypergraphs_rand_q0384.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0385.hg,1,0.02,0.44,0.26,0.17,3.76
hypergraphs_rand_q0386.hg,2,0.05,0.26,0.31,0.19,3.93
hypergraphs_rand_q0387.hg,5,17.95,3.5,TO,TO,674.54
hypergraphs_rand_q0388.hg,1,0.02,0.24,0.28,0.23,5.58
hypergraphs_rand_q0389.hg,3,0.09,0.27,TO,TO,47.74
hypergraphs_rand_q0390.hg,4,0.15,TO,TO,TO,99.97
hypergraphs_rand_q0391.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0392.hg,2,0.03,0.25,0.25,0.25,8.74
hypergraphs_rand_q0393.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0394.hg,6,49.78,TO,TO,TO,3228.94
hypergraphs_rand_q0395.hg,4,0.68,249.8,TO,TO,193.75
hypergraphs_rand_q0396.hg,4,0.14,TO,TO,TO,91.22
hypergraphs_rand_q0397.hg,6,20.26,TO,TO,TO,TO
hypergraphs_rand_q0398.hg,8,704.15,TO,TO,TO,TO
hypergraphs_rand_q0399.hg,6,14.8,TO,TO,TO,TO
hypergraphs_rand_q0400.hg,2,0.04,0.53,229.17,0.37,17.55
hypergraphs_rand_q0401.hg,5,2.23,TO,TO,TO,TO
hypergraphs_rand_q0402.hg,3,0.11,0.34,2.2,1.42,12.67
hypergraphs_rand_q0403.hg,4,0.35,1.78,TO,47.1,361.26
hypergraphs_rand_q0404.hg,4,0.4,TO,TO,TO,43.81
hypergraphs_rand_q0405.hg,3,0.16,0.75,31.97,8.88,162.67
hypergraphs_rand_q0406.hg,3,0.08,0.55,TO,TO,88.57
hypergraphs_rand_q0407.hg,2,0.05,0.15,0.34,0.26,159.05
hypergraphs_rand_q0408.hg,3,0.12,0.2,1.02,0.34,98.87
hypergraphs_rand_q0409.hg,4,0.26,9.93,TO,TO,168.78
hypergraphs_rand_q0410.hg,3,0.1,324.76,TO,TO,37.1
hypergraphs_rand_q0411.hg,2,0.03,0.37,0.24,0.17,3.65
hypergraphs_rand_q0412.hg,1,0.02,0.31,0.23,0.22,3.26
hypergraphs_rand_q0413.hg,3,0.05,0.82,TO,TO,45.54
hypergraphs_rand_q0414.hg,6,60.96,TO,TO,TO,TO
hypergraphs_rand_q0415.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0416.hg,2,0.08,0.35,0.31,0.35,12.79
hypergraphs_rand_q0417.hg,1,0.01,0.17,0.2,0.23,3.97
hypergraphs_rand_q0418.hg,3,0.14,0.22,11.76,0.33,323.3
hypergraphs_rand_q0419.hg,7,1783.3999999999999,TO,TO,TO,TO
hypergraphs_rand_q0420.hg,8,791.79,TO,TO,TO,TO
hypergraphs_rand_q0421.hg,1,0.02,0.56,0.27,0.13,3.99
hypergraphs_rand_q0422.hg,5,6.53,0.54,TO,TO,1438.99
hypergraphs_rand_q0423.hg,4,0.16,1.46,TO,TO,148.54
hypergraphs_rand_q0424.hg,3,0.04,125.2,TO,TO,33.9
hypergraphs_rand_q0425.hg,6,188.42,TO,TO,TO,TO
hypergraphs_rand_q0426.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0427.hg,7,63.72,TO,TO,TO,TO
hypergraphs_rand_q0428.hg,1,0.01,0.5,0.27,0.23,3.82
hypergraphs_rand_q0429.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0430.hg,5,2.85,TO,TO,TO,554.97
hypergraphs_rand_q0431.hg,2,0.08,0.28,0.36,0.37,35.72
hypergraphs_rand_q0432.hg,8,2436.79,TO,TO,TO,TO
hypergraphs_rand_q0433.hg,5,8.72,TO,TO,TO,226.22
hypergraphs_rand_q0434.hg,2,0.02,0.22,0.27,0.21,3.61
hypergraphs_rand_q0435.hg,1,0.02,0.21,0.13,0.12,4.45
hypergraphs_rand_q0436.hg,4,0.34,1254.23,TO,TO,24.11
hypergraphs_rand_q0437.hg,6,5.76,TO,TO,TO,TO
hypergraphs_rand_q0438.hg,7,1079.39,TO,TO,TO,TO
hypergraphs_rand_q0439.hg,4,0.22,0.55,TO,TO,120.69
hypergraphs_rand_q0440.hg,7,52.48,TO,TO,TO,TO
hypergraphs_rand_q0441.hg,4,0.2,1.39,TO,TO,73.7
hypergraphs_rand_q0442.hg,3,0.04,0.76,TO,TO,48.84
hypergraphs_rand_q0443.hg,2,0.03,0.42,401.05,0.33,17.94
hypergraphs_rand_q0444.hg,5,0.23,TO,TO,TO,1483.27
hypergraphs_rand_q0445.hg,8,2414.52,TO,TO,TO,TO
hypergraphs_rand_q0446.hg,3,0.04,386.98,TO,TO,35.23
hypergraphs_rand_q0447.hg,2,0.02,0.23,0.72,0.26,14.18
hypergraphs_rand_q0448.hg,6,126.45,TO,TO,TO,TO
hypergraphs_rand_q0449.hg,1,0.03,0.22,0.27,0.23,5.53
hypergraphs_rand_q0450.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0451.hg,3,0.09,9.04,TO,TO,24.26
hypergraphs_rand_q0452.hg,3,0.16,1.44,4.16,1.57,56.47
hypergraphs_rand_q0453.hg,5,10.67,0.9,TO,TO,522.49
hypergraphs_rand_q0454.hg,5,17.86,TO,TO,TO,896.19
hypergraphs_rand_q0455.hg,2,0.04,0.27,0.3,0.26,59.59
hypergraphs_rand_q0456.hg,6,87.1,TO,TO,TO,TO
hypergraphs_rand_q0457.hg,3,0.11,0.29,330.01,0.37,34.45
hypergraphs_rand_q0458.hg,-1,TO,TO,TO,TO,TO
hypergraphs_rand_q0459.hg,7,289.79,TO,TO,TO,TO
hypergraphs_rand_q0460.hg,3,0.07,1.1,TO,TO,91.53
