instance,tw,triang_tw,tamaki,quickbb,p17
primalgraphs_rand_q0165.hg.graph,24,0.01,0.24,0.0,0.03
primalgraphs_rand_q0166.hg.graph,78,0.57,0.87,30.85,0.22
primalgraphs_rand_q0167.hg.graph,8,0.03,0.26,0.0,0.04
primalgraphs_rand_q0168.hg.graph,41,0.15,0.72,63.84,0.08
primalgraphs_rand_q0169.hg.graph,16,0.09,0.54,43.13,0.04
primalgraphs_rand_q0170.hg.graph,12,0.02,0.29000000000000004,0.0,0.04
primalgraphs_rand_q0171.hg.graph,14,0.01,0.22,0.0,0.04
primalgraphs_rand_q0172.hg.graph,9,0.02,0.2,0.0,0.02
primalgraphs_rand_q0173.hg.graph,32,0.04,0.44,0.16,0.05
primalgraphs_rand_q0174.hg.graph,36,22.57,2.74,TO,2.09
primalgraphs_rand_q0175.hg.graph,4,0.02,0.22,0.0,0.03
primalgraphs_rand_q0176.hg.graph,25,0.04,0.57,0.4,0.05
primalgraphs_rand_q0177.hg.graph,17,0.01,0.22000000000000003,0.0,0.02
primalgraphs_rand_q0178.hg.graph,8,0.01,0.22,0.0,0.02
primalgraphs_rand_q0179.hg.graph,23,0.1,0.88,72.59,0.05
primalgraphs_rand_q0180.hg.graph,3,0.04,0.22999999999999998,0.0,0.03
primalgraphs_rand_q0181.hg.graph,67,0.17,0.6799999999999999,4.05,0.12
primalgraphs_rand_q0182.hg.graph,11,0.04,0.43,5.82,0.04
primalgraphs_rand_q0183.hg.graph,51,3.7,1.5699999999999998,TO,0.75
primalgraphs_rand_q0184.hg.graph,26,11.68,4.140000000000001,TO,1.49
primalgraphs_rand_q0185.hg.graph,6,0.01,0.29000000000000004,0.0,0.04
primalgraphs_rand_q0186.hg.graph,26,0.03,0.36000000000000004,0.01,0.04
primalgraphs_rand_q0187.hg.graph,14,0.03,0.36,0.09,0.04
primalgraphs_rand_q0188.hg.graph,35,0.04,0.47000000000000003,0.02,0.04
primalgraphs_rand_q0189.hg.graph,22,0.33,0.71,3080.96,0.1
primalgraphs_rand_q0190.hg.graph,10,0.06,0.47,9.43,0.04
primalgraphs_rand_q0191.hg.graph,47,0.04,0.43,0.01,0.05
primalgraphs_rand_q0192.hg.graph,66,16.84,5.180000000000001,TO,7.32
primalgraphs_rand_q0193.hg.graph,71,54.16,11.34,TO,52.51
primalgraphs_rand_q0194.hg.graph,11,0.04,0.43,8.05,0.05
primalgraphs_rand_q0195.hg.graph,43,0.19,0.5700000000000001,38.52,0.09
primalgraphs_rand_q0196.hg.graph,56,0.29,0.77,22.130000000000003,0.17
primalgraphs_rand_q0197.hg.graph,17,4.73,1.56,TO,0.43000000000000005
primalgraphs_rand_q0198.hg.graph,51,18.26,6.08,TO,9.15
primalgraphs_rand_q0199.hg.graph,32,363.09,9.389999999999999,TO,36.58
primalgraphs_rand_q0200.hg.graph,35,0.02,0.36,0.01,0.04
primalgraphs_rand_q0201.hg.graph,8,0.06,0.4,24.68,0.04
primalgraphs_rand_q0202.hg.graph,62,0.08,0.59,0.2,0.06
primalgraphs_rand_q0203.hg.graph,58,0.45,0.76,44.02,0.17
primalgraphs_rand_q0204.hg.graph,28,276.16,13.99,TO,41.95
primalgraphs_rand_q0205.hg.graph,4,0.02,0.23,0.0,0.03
primalgraphs_rand_q0206.hg.graph,27,15.42,3.16,TO,1.25
primalgraphs_rand_q0207.hg.graph,20,1.78,1.4,TO,0.22
primalgraphs_rand_q0208.hg.graph,21,30.24,4.24,TO,2.32
primalgraphs_rand_q0209.hg.graph,7,0.01,0.27,0.0,0.02
primalgraphs_rand_q0210.hg.graph,42,267.7,5.17,TO,9.16
primalgraphs_rand_q0211.hg.graph,33,5.21,2.66,TO,0.95
primalgraphs_rand_q0212.hg.graph,15,0.02,0.44999999999999996,0.03,0.04
primalgraphs_rand_q0213.hg.graph,26,0.44,0.85,1617.22,0.09
primalgraphs_rand_q0214.hg.graph,35,0.05,0.46,0.1,0.04
primalgraphs_rand_q0215.hg.graph,4,0.01,0.2,0.0,0.03
primalgraphs_rand_q0216.hg.graph,22,0.05,0.5,0.72,0.05
primalgraphs_rand_q0217.hg.graph,2,0.02,0.2,0.0,0.02
primalgraphs_rand_q0218.hg.graph,37,0.15,0.9,28.52,0.08
primalgraphs_rand_q0219.hg.graph,43,0.17,0.61,10.42,0.07
primalgraphs_rand_q0220.hg.graph,67,0.23,0.76,9.44,0.17
primalgraphs_rand_q0221.hg.graph,68,2.53,1.1800000000000002,1605.4099999999999,0.7100000000000001
primalgraphs_rand_q0222.hg.graph,8,0.03,0.3,0.06,0.04
primalgraphs_rand_q0223.hg.graph,56,0.15,1.06,7.54,0.1
primalgraphs_rand_q0224.hg.graph,71,184.02,14.52,TO,88.47
primalgraphs_rand_q0225.hg.graph,56,0.26,0.76,22.22,0.19
primalgraphs_rand_q0226.hg.graph,35,0.03,0.56,0.14,0.05
primalgraphs_rand_q0227.hg.graph,28,0.48,1.6600000000000001,TO,0.22
primalgraphs_rand_q0228.hg.graph,7,0.01,0.22,0.0,0.02
primalgraphs_rand_q0229.hg.graph,50,284.91,13.57,TO,81.7
primalgraphs_rand_q0230.hg.graph,36,0.13,0.5800000000000001,7.5600000000000005,0.07
primalgraphs_rand_q0231.hg.graph,12,0.02,0.16999999999999998,0.0,0.03
primalgraphs_rand_q0232.hg.graph,24,0.04,0.34,0.02,0.04
primalgraphs_rand_q0233.hg.graph,8,0.02,0.2,0.0,0.03
primalgraphs_rand_q0234.hg.graph,4,0.01,0.16999999999999998,0.0,0.02
primalgraphs_rand_q0235.hg.graph,76,1.64,1.29,318.04,0.8
primalgraphs_rand_q0236.hg.graph,8,0.02,0.16999999999999998,0.0,0.03
primalgraphs_rand_q0237.hg.graph,5,0.01,0.23,0.0,0.03
primalgraphs_rand_q0238.hg.graph,12,0.02,0.30000000000000004,0.0,0.04
primalgraphs_rand_q0239.hg.graph,55,10.07,4.23,TO,3.43
primalgraphs_rand_q0240.hg.graph,42,2.78,1.1,TO,0.42
primalgraphs_rand_q0241.hg.graph,59,0.86,1.01,TO,0.30000000000000004
primalgraphs_rand_q0242.hg.graph,68,32.73,4.470000000000001,TO,10.3
primalgraphs_rand_q0243.hg.graph,5,0.03,0.26,0.01,0.04
primalgraphs_rand_q0244.hg.graph,11,0.01,0.2,0.0,0.03
primalgraphs_rand_q0245.hg.graph,5,0.02,0.16,0.0,0.03
primalgraphs_rand_q0246.hg.graph,26,0.05,0.61,3.01,0.05
primalgraphs_rand_q0247.hg.graph,9,0.01,0.16,0.0,0.02
primalgraphs_rand_q0248.hg.graph,31,0.9,0.88,TO,0.2
primalgraphs_rand_q0249.hg.graph,27,1.09,0.84,TO,0.15
primalgraphs_rand_q0250.hg.graph,42,9.15,3.42,TO,3.24
primalgraphs_rand_q0251.hg.graph,4,0.02,0.3,0.01,0.04
primalgraphs_rand_q0252.hg.graph,47,0.02,0.34,0.01,0.05
primalgraphs_rand_q0253.hg.graph,48,0.06,0.58,0.09,0.06
primalgraphs_rand_q0254.hg.graph,8,0.05,0.43,55.74,0.04
primalgraphs_rand_q0255.hg.graph,24,0.03,0.51,0.13,0.04
primalgraphs_rand_q0256.hg.graph,57,0.26,0.7799999999999999,39.74,0.16
primalgraphs_rand_q0257.hg.graph,46,1.64,1.5,TO,0.49
primalgraphs_rand_q0258.hg.graph,10,0.02,0.18,0.0,0.03
primalgraphs_rand_q0259.hg.graph,66,21.56,4.01,TO,5.57
primalgraphs_rand_q0260.hg.graph,39,0.02,0.33,0.01,0.04
primalgraphs_rand_q0261.hg.graph,39,0.12,0.94,5.28,0.06
primalgraphs_rand_q0262.hg.graph,76,0.94,1.15,321.14,0.46
primalgraphs_rand_q0263.hg.graph,28,160.06,5.75,TO,13.07
primalgraphs_rand_q0264.hg.graph,36,32.21,4.24,TO,3.66
primalgraphs_rand_q0265.hg.graph,21,0.02,0.24000000000000002,0.0,0.02
primalgraphs_rand_q0266.hg.graph,6,0.01,0.28,0.0,0.03
primalgraphs_rand_q0267.hg.graph,14,0.02,0.16999999999999998,0.0,0.03
primalgraphs_rand_q0268.hg.graph,27,0.03,0.31,0.01,0.04
primalgraphs_rand_q0269.hg.graph,29,0.03,0.46,0.09,0.05
primalgraphs_rand_q0270.hg.graph,14,0.08,0.46,15.93,0.05
primalgraphs_rand_q0271.hg.graph,37,0.79,0.98,TO,0.2
primalgraphs_rand_q0272.hg.graph,20,0.01,0.23,0.0,0.03
primalgraphs_rand_q0273.hg.graph,38,0.02,0.38,0.03,0.04
primalgraphs_rand_q0274.hg.graph,45,0.01,0.35000000000000003,0.0,0.03
primalgraphs_rand_q0275.hg.graph,15,0.02,0.25,0.0,0.03
primalgraphs_rand_q0276.hg.graph,24,0.03,0.23,0.0,0.03
primalgraphs_rand_q0277.hg.graph,24,1.03,1.2200000000000002,TO,0.26
primalgraphs_rand_q0278.hg.graph,45,7.27,2.37,TO,2.23
primalgraphs_rand_q0279.hg.graph,57,0.15,0.6699999999999999,3.74,0.09
primalgraphs_rand_q0280.hg.graph,50,8.21,3.11,TO,2.62
primalgraphs_rand_q0281.hg.graph,13,0.03,0.23,0.0,0.03
primalgraphs_rand_q0282.hg.graph,19,0.02,0.38,0.02,0.04
primalgraphs_rand_q0283.hg.graph,12,0.02,0.30000000000000004,0.01,0.04
primalgraphs_rand_q0284.hg.graph,74,0.13,0.6499999999999999,1.4,0.1
primalgraphs_rand_q0285.hg.graph,25,0.01,0.22,0.0,0.04
primalgraphs_rand_q0286.hg.graph,23,0.01,0.31,0.0,0.04
primalgraphs_rand_q0287.hg.graph,36,0.27,0.72,206.08,0.11
primalgraphs_rand_q0288.hg.graph,7,0.01,0.30000000000000004,0.04,0.04
primalgraphs_rand_q0289.hg.graph,41,87.51,4.3,TO,6.94
primalgraphs_rand_q0290.hg.graph,66,0.18,0.7899999999999999,15.8,0.1
primalgraphs_rand_q0291.hg.graph,34,0.15,0.53,13.19,0.07
primalgraphs_rand_q0292.hg.graph,4,0.01,0.17,0.0,0.03
primalgraphs_rand_q0293.hg.graph,59,2.68,2.53,TO,1.34
primalgraphs_rand_q0294.hg.graph,46,16.36,2.93,TO,3.03
primalgraphs_rand_q0295.hg.graph,44,88.3,5.66,TO,19.91
primalgraphs_rand_q0296.hg.graph,21,0.02,0.24,0.0,0.03
primalgraphs_rand_q0297.hg.graph,11,0.03,0.18,0.0,0.04
primalgraphs_rand_q0298.hg.graph,20,0.39,0.95,TO,0.1
primalgraphs_rand_q0299.hg.graph,43,0.08,0.99,1.52,0.06
primalgraphs_rand_q0300.hg.graph,47,5.26,2.4200000000000004,TO,1.6
primalgraphs_rand_q0301.hg.graph,11,0.04,0.35000000000000003,0.65,0.04
primalgraphs_rand_q0302.hg.graph,16,0.01,0.21000000000000002,0.0,0.02
primalgraphs_rand_q0303.hg.graph,10,0.02,0.29000000000000004,0.01,0.04
primalgraphs_rand_q0304.hg.graph,41,TO,652.1800000000001,TO,TO
primalgraphs_rand_q0305.hg.graph,2,0.02,0.25,0.0,0.03
primalgraphs_rand_q0306.hg.graph,23,34.91,4.0,TO,2.07
primalgraphs_rand_q0307.hg.graph,58,0.12,0.6,1.53,0.1
primalgraphs_rand_q0308.hg.graph,58,8.01,1.69,TO,1.48
primalgraphs_rand_q0309.hg.graph,60,52.9,8.69,TO,31.96
primalgraphs_rand_q0310.hg.graph,10,0.07,0.38,1.95,0.04
primalgraphs_rand_q0311.hg.graph,33,0.22,0.6399999999999999,1308.79,0.08
primalgraphs_rand_q0312.hg.graph,52,0.87,1.06,281.29,0.38
primalgraphs_rand_q0313.hg.graph,2,0.01,0.21,0.0,0.02
primalgraphs_rand_q0314.hg.graph,4,0.03,0.31,0.01,0.04
primalgraphs_rand_q0315.hg.graph,28,0.02,0.26,0.0,0.03
primalgraphs_rand_q0316.hg.graph,37,0.05,0.53,0.05,0.05
primalgraphs_rand_q0317.hg.graph,13,0.02,0.22,0.0,0.03
primalgraphs_rand_q0318.hg.graph,21,0.06,0.53,6.76,0.05
primalgraphs_rand_q0319.hg.graph,36,0.05,0.65,0.31,0.05
primalgraphs_rand_q0320.hg.graph,69,62.86,8.3,TO,40.17
primalgraphs_rand_q0321.hg.graph,31,0.03,0.33,0.01,0.04
primalgraphs_rand_q0322.hg.graph,60,0.12,1.57,0.84,0.08
primalgraphs_rand_q0323.hg.graph,21,0.02,0.25,0.0,0.03
primalgraphs_rand_q0324.hg.graph,3,0.02,0.2,0.0,0.02
primalgraphs_rand_q0325.hg.graph,4,0.01,0.26,0.0,0.03
primalgraphs_rand_q0326.hg.graph,55,9.06,1.7799999999999998,TO,1.3
primalgraphs_rand_q0327.hg.graph,14,0.14,0.61,296.33,0.05
primalgraphs_rand_q0328.hg.graph,33,81.56,4.6,TO,5.34
primalgraphs_rand_q0329.hg.graph,46,0.66,1.6500000000000001,1251.47,0.28
primalgraphs_rand_q0330.hg.graph,59,0.45,0.99,131.61,0.28
primalgraphs_rand_q0331.hg.graph,35,1.31,1.73,TO,0.51
primalgraphs_rand_q0332.hg.graph,10,0.01,0.23,0.0,0.03
primalgraphs_rand_q0333.hg.graph,51,2.34,1.1800000000000002,TO,0.44
primalgraphs_rand_q0334.hg.graph,28,0.13,0.73,23.68,0.06
primalgraphs_rand_q0335.hg.graph,15,0.03,0.3,0.0,0.03
primalgraphs_rand_q0336.hg.graph,13,0.01,0.19,0.0,0.03
primalgraphs_rand_q0337.hg.graph,19,0.02,0.21000000000000002,0.0,0.03
primalgraphs_rand_q0338.hg.graph,11,0.03,0.2,0.01,0.03
primalgraphs_rand_q0339.hg.graph,23,0.01,0.28,0.0,0.03
primalgraphs_rand_q0340.hg.graph,2,0.02,0.23,0.0,0.02
primalgraphs_rand_q0341.hg.graph,62,11.21,3.21,TO,6.94
primalgraphs_rand_q0342.hg.graph,27,0.05,0.6799999999999999,1.17,0.05
primalgraphs_rand_q0343.hg.graph,16,0.02,0.37,0.03,0.04
primalgraphs_rand_q0344.hg.graph,24,0.02,0.27,0.0,0.03
primalgraphs_rand_q0345.hg.graph,13,0.02,0.22,0.0,0.02
primalgraphs_rand_q0346.hg.graph,7,0.02,0.21,0.0,0.04
primalgraphs_rand_q0347.hg.graph,6,0.01,0.18,0.0,0.02
primalgraphs_rand_q0348.hg.graph,41,0.12,0.5499999999999999,3.89,0.06
primalgraphs_rand_q0349.hg.graph,74,2.71,1.64,TO,1.14
primalgraphs_rand_q0350.hg.graph,29,0.1,0.59,55.79,0.06
primalgraphs_rand_q0351.hg.graph,4,0.02,0.22,0.0,0.03
primalgraphs_rand_q0352.hg.graph,12,0.01,0.2,0.0,0.03
primalgraphs_rand_q0353.hg.graph,70,110.71,16.47,TO,124.2
primalgraphs_rand_q0354.hg.graph,7,0.02,0.22,0.0,0.04
primalgraphs_rand_q0355.hg.graph,33,1.02,1.29,TO,0.27
primalgraphs_rand_q0356.hg.graph,27,TO,81.75999999999999,TO,715.97
primalgraphs_rand_q0357.hg.graph,46,110.39,5.76,TO,8.64
primalgraphs_rand_q0358.hg.graph,17,0.02,0.19,0.0,0.03
primalgraphs_rand_q0359.hg.graph,15,0.01,0.16999999999999998,0.0,0.03
primalgraphs_rand_q0360.hg.graph,7,0.01,0.16,0.0,0.02
primalgraphs_rand_q0361.hg.graph,40,0.06,0.55,0.63,0.05
primalgraphs_rand_q0362.hg.graph,8,0.01,0.17,0.0,0.03
primalgraphs_rand_q0363.hg.graph,31,0.03,0.48000000000000004,0.03,0.04
primalgraphs_rand_q0364.hg.graph,34,1.93,2.1,TO,0.88
primalgraphs_rand_q0365.hg.graph,45,435.82,18.02,TO,79.81
primalgraphs_rand_q0366.hg.graph,25,0.03,0.28,0.0,0.04
primalgraphs_rand_q0367.hg.graph,38,12.67,3.2199999999999998,TO,3.11
primalgraphs_rand_q0368.hg.graph,2,0.02,0.2,0.0,0.03
primalgraphs_rand_q0369.hg.graph,42,1354.16,20.73,TO,111.39
primalgraphs_rand_q0370.hg.graph,10,0.01,0.23,0.0,0.04
primalgraphs_rand_q0371.hg.graph,22,0.19,0.6100000000000001,123.75,0.09
primalgraphs_rand_q0372.hg.graph,19,4.31,2.05,TO,0.58
primalgraphs_rand_q0373.hg.graph,25,0.1,0.8099999999999999,20.5,0.05
primalgraphs_rand_q0374.hg.graph,50,0.04,0.5,0.03,0.05
primalgraphs_rand_q0375.hg.graph,29,0.14,0.8300000000000001,30.78,0.07
primalgraphs_rand_q0376.hg.graph,51,2.63,2.27,TO,1.3900000000000001
primalgraphs_rand_q0377.hg.graph,28,0.11,0.9199999999999999,16.54,0.05
primalgraphs_rand_q0378.hg.graph,23,0.04,0.51,0.1,0.04
primalgraphs_rand_q0379.hg.graph,54,58.95,8.629999999999999,TO,23.89
primalgraphs_rand_q0380.hg.graph,19,9.78,3.65,TO,1.46
primalgraphs_rand_q0381.hg.graph,70,0.17,0.6200000000000001,1.41,0.1
primalgraphs_rand_q0382.hg.graph,67,409.76,12.110000000000001,TO,92.12
primalgraphs_rand_q0383.hg.graph,2,0.03,0.18,0.01,0.03
primalgraphs_rand_q0384.hg.graph,56,2.84,1.7799999999999998,TO,1.01
primalgraphs_rand_q0385.hg.graph,5,0.01,0.19,0.0,0.02
primalgraphs_rand_q0386.hg.graph,3,0.02,0.16999999999999998,0.0,0.03
primalgraphs_rand_q0387.hg.graph,29,0.15,0.73,113.61,0.07
primalgraphs_rand_q0388.hg.graph,6,0.02,0.18,0.0,0.03
primalgraphs_rand_q0389.hg.graph,24,0.03,0.27,0.0,0.04
primalgraphs_rand_q0390.hg.graph,31,0.02,0.29000000000000004,0.0,0.03
primalgraphs_rand_q0391.hg.graph,59,36.69,4.28,TO,18.64
primalgraphs_rand_q0392.hg.graph,10,0.02,0.18,0.0,0.03
primalgraphs_rand_q0393.hg.graph,70,7.43,2.6,TO,2.39
primalgraphs_rand_q0394.hg.graph,17,0.31,0.8099999999999999,TO,0.08
primalgraphs_rand_q0395.hg.graph,35,0.03,0.35,0.01,0.04
primalgraphs_rand_q0396.hg.graph,29,0.02,0.27,0.0,0.04
primalgraphs_rand_q0397.hg.graph,31,0.18,0.72,272.65,0.09
primalgraphs_rand_q0398.hg.graph,67,1.67,1.7,TO,0.9400000000000001
primalgraphs_rand_q0399.hg.graph,57,0.07,0.5800000000000001,0.16,0.05
primalgraphs_rand_q0400.hg.graph,15,0.01,0.18,0.0,0.03
primalgraphs_rand_q0401.hg.graph,51,0.03,0.42000000000000004,0.02,0.05
primalgraphs_rand_q0402.hg.graph,4,0.02,0.26,0.0,0.03
primalgraphs_rand_q0403.hg.graph,16,0.04,0.48000000000000004,0.19,0.04
primalgraphs_rand_q0404.hg.graph,14,0.02,0.32,0.04,0.04
primalgraphs_rand_q0405.hg.graph,5,0.03,0.29000000000000004,0.01,0.04
primalgraphs_rand_q0406.hg.graph,31,0.03,0.28,0.0,0.03
primalgraphs_rand_q0407.hg.graph,10,0.01,0.23,0.0,0.04
primalgraphs_rand_q0408.hg.graph,5,0.03,0.27,0.0,0.04
primalgraphs_rand_q0409.hg.graph,37,0.01,0.31,0.0,0.03
primalgraphs_rand_q0410.hg.graph,20,0.02,0.21,0.0,0.03
primalgraphs_rand_q0411.hg.graph,3,0.01,0.16,0.0,0.03
primalgraphs_rand_q0412.hg.graph,5,0.01,0.18,0.0,0.03
primalgraphs_rand_q0413.hg.graph,22,0.03,0.22,0.0,0.03
primalgraphs_rand_q0414.hg.graph,62,0.14,1.51,1.6,0.08
primalgraphs_rand_q0415.hg.graph,75,64.0,8.73,TO,23.04
primalgraphs_rand_q0416.hg.graph,4,0.02,0.18,0.0,0.03
primalgraphs_rand_q0417.hg.graph,5,0.01,0.19,0.0,0.03
primalgraphs_rand_q0418.hg.graph,16,0.02,0.38,0.03,0.04
primalgraphs_rand_q0419.hg.graph,45,9.89,4.01,TO,4.61
primalgraphs_rand_q0420.hg.graph,45,4.29,2.6300000000000003,TO,1.12
primalgraphs_rand_q0421.hg.graph,4,0.01,0.16,0.0,0.03
primalgraphs_rand_q0422.hg.graph,33,0.1,0.8700000000000001,12.48,0.06
primalgraphs_rand_q0423.hg.graph,35,0.03,0.36,0.02,0.04
primalgraphs_rand_q0424.hg.graph,21,0.02,0.22000000000000003,0.0,0.03
primalgraphs_rand_q0425.hg.graph,44,1.31,1.4300000000000002,TO,0.74
primalgraphs_rand_q0426.hg.graph,32,10.07,2.48,TO,1.42
primalgraphs_rand_q0427.hg.graph,64,0.12,1.51,1.93,0.09
primalgraphs_rand_q0428.hg.graph,4,0.01,0.19,0.0,0.03
primalgraphs_rand_q0429.hg.graph,32,56.02,4.83,TO,7.73
primalgraphs_rand_q0430.hg.graph,10,0.05,0.39,5.760000000000001,0.04
primalgraphs_rand_q0431.hg.graph,4,0.02,0.25,0.0,0.04
primalgraphs_rand_q0432.hg.graph,77,0.78,0.94,63.43,0.30000000000000004
primalgraphs_rand_q0433.hg.graph,14,0.14,0.51,2259.94,0.04
primalgraphs_rand_q0434.hg.graph,8,0.01,0.17,0.0,0.03
primalgraphs_rand_q0435.hg.graph,4,0.01,0.2,0.0,0.03
primalgraphs_rand_q0436.hg.graph,9,0.03,0.29,0.01,0.04
primalgraphs_rand_q0437.hg.graph,38,0.04,0.44,0.04,0.05
primalgraphs_rand_q0438.hg.graph,44,7.66,1.3599999999999999,TO,0.74
primalgraphs_rand_q0439.hg.graph,31,0.03,0.46,0.02,0.04
primalgraphs_rand_q0440.hg.graph,54,0.19,0.85,17.62,0.13
primalgraphs_rand_q0441.hg.graph,26,0.02,0.32,0.01,0.04
primalgraphs_rand_q0442.hg.graph,23,0.02,0.25,0.0,0.03
primalgraphs_rand_q0443.hg.graph,16,0.01,0.22,0.0,0.03
primalgraphs_rand_q0444.hg.graph,22,0.02,0.31,0.01,0.04
primalgraphs_rand_q0445.hg.graph,46,1.1,0.98,571.58,0.33
primalgraphs_rand_q0446.hg.graph,21,0.02,0.22,0.0,0.02
primalgraphs_rand_q0447.hg.graph,15,0.01,0.23,0.0,0.02
primalgraphs_rand_q0448.hg.graph,18,0.44,0.7,TO,0.09
primalgraphs_rand_q0449.hg.graph,9,0.01,0.21,0.0,0.03
primalgraphs_rand_q0450.hg.graph,38,174.19,10.3,TO,50.25
primalgraphs_rand_q0451.hg.graph,18,0.01,0.25,0.0,0.04
primalgraphs_rand_q0452.hg.graph,4,0.01,0.26,0.0,0.04
primalgraphs_rand_q0453.hg.graph,36,0.13,0.5499999999999999,22.69,0.06
primalgraphs_rand_q0454.hg.graph,12,0.83,0.96,TO,0.1
primalgraphs_rand_q0455.hg.graph,14,0.01,0.23,0.0,0.03
primalgraphs_rand_q0456.hg.graph,17,0.3,0.83,TO,0.09
primalgraphs_rand_q0457.hg.graph,20,0.03,0.31,0.01,0.04
primalgraphs_rand_q0458.hg.graph,41,69.4,8.25,TO,22.65
primalgraphs_rand_q0459.hg.graph,37,1.5,0.95,2602.18,0.28
primalgraphs_rand_q0460.hg.graph,31,0.01,0.29000000000000004,0.0,0.03
primalgraphs_rand_q0461.hg.graph,30,0.04,0.54,0.22,0.05
primalgraphs_rand_q0462.hg.graph,16,0.01,0.21,0.0,0.03
primalgraphs_rand_q0463.hg.graph,2,0.02,0.2,0.0,0.03
primalgraphs_rand_q0464.hg.graph,12,0.31,0.62,TO,0.07
primalgraphs_rand_q0465.hg.graph,10,0.02,0.21000000000000002,0.0,0.03
primalgraphs_rand_q0466.hg.graph,6,0.02,0.22,0.0,0.03
primalgraphs_rand_q0467.hg.graph,12,0.01,0.22,0.0,0.02
primalgraphs_rand_q0468.hg.graph,71,0.23,0.83,11.52,0.18
primalgraphs_rand_q0469.hg.graph,4,0.01,0.2,0.0,0.03
primalgraphs_rand_q0470.hg.graph,41,1.11,1.3800000000000001,TO,0.32
primalgraphs_rand_q0471.hg.graph,42,3.11,2.0,TO,0.79
primalgraphs_rand_q0472.hg.graph,55,TO,123.04,TO,1833.26
primalgraphs_rand_q0473.hg.graph,40,0.69,1.62,TO,0.22
primalgraphs_rand_q0474.hg.graph,38,0.24,0.99,526.89,0.1
primalgraphs_rand_q0475.hg.graph,4,0.02,0.22000000000000003,0.0,0.03
primalgraphs_rand_q0476.hg.graph,8,0.02,0.26,0.0,0.04
primalgraphs_rand_q0477.hg.graph,52,18.26,6.44,TO,8.02
primalgraphs_rand_q0478.hg.graph,23,194.62,6.8100000000000005,TO,5.11
primalgraphs_rand_q0479.hg.graph,33,0.04,0.73,0.39,0.04
primalgraphs_rand_q0480.hg.graph,80,0.29,0.7899999999999999,6.62,0.16
primalgraphs_rand_q0481.hg.graph,32,0.09,0.7699999999999999,7.85,0.05
primalgraphs_rand_q0482.hg.graph,37,1.32,1.8399999999999999,TO,0.35
primalgraphs_rand_q0483.hg.graph,33,0.05,0.63,0.07,0.03
primalgraphs_rand_q0484.hg.graph,40,0.08,0.76,0.84,0.06
primalgraphs_rand_q0485.hg.graph,73,3.99,2.48,TO,2.05
primalgraphs_rand_q0486.hg.graph,18,0.03,0.38,0.12,0.04
primalgraphs_rand_q0487.hg.graph,31,0.08,0.49,2.37,0.05
primalgraphs_rand_q0488.hg.graph,51,0.26,0.75,45.11,0.17
primalgraphs_rand_q0489.hg.graph,6,0.01,0.29,0.01,0.04
primalgraphs_rand_q0490.hg.graph,9,0.07,0.58,70.56,0.04
primalgraphs_rand_q0491.hg.graph,9,0.05,0.4,3.4,0.04
primalgraphs_rand_q0492.hg.graph,14,0.01,0.16999999999999998,0.0,0.03
primalgraphs_rand_q0493.hg.graph,17,0.03,0.35,0.01,0.05
primalgraphs_rand_q0494.hg.graph,9,0.03,0.2,0.0,0.03
primalgraphs_rand_q0495.hg.graph,64,0.62,1.02,168.64,0.33
primalgraphs_rand_q0496.hg.graph,11,0.01,0.16999999999999998,0.0,0.03
primalgraphs_rand_q0497.hg.graph,38,0.04,0.44,0.02,0.04
primalgraphs_rand_q0498.hg.graph,50,159.65,7.859999999999999,TO,25.28
primalgraphs_rand_q0499.hg.graph,12,0.01,0.21000000000000002,0.0,0.03
primalgraphs_rand_q0500.hg.graph,30,0.04,0.45,0.08,0.04
primalgraphs_reg-s20-p03-c20-d10-n10-l5-00.xml.hg.graph,9,0.01,2.3200000000000003,0.01,0.09
primalgraphs_reg-s20-p03-c20-d10-n10-l5-01.xml.hg.graph,9,0.02,1.23,0.01,0.06
primalgraphs_reg-s20-p03-c20-d10-n10-l5-02.xml.hg.graph,8,0.01,1.35,0.01,0.04
primalgraphs_reg-s20-p03-c20-d10-n10-l5-03.xml.hg.graph,9,0.03,1.27,0.1,0.07
primalgraphs_reg-s20-p03-c20-d10-n10-l5-04.xml.hg.graph,9,0.02,1.5299999999999998,0.05,0.09
primalgraphs_reg-s20-p03-c20-d10-n10-l5-05.xml.hg.graph,9,0.02,2.28,0.01,0.08
primalgraphs_reg-s20-p03-c20-d10-n10-l5-06.xml.hg.graph,9,0.04,2.28,0.01,0.05
primalgraphs_reg-s20-p03-c20-d10-n10-l5-07.xml.hg.graph,9,0.01,2.4699999999999998,0.01,0.06
primalgraphs_reg-s20-p03-c20-d10-n10-l5-08.xml.hg.graph,9,0.01,1.6600000000000001,0.01,0.07
primalgraphs_reg-s20-p03-c20-d10-n10-l5-09.xml.hg.graph,9,0.01,1.8900000000000001,0.01,0.05
primalgraphs_reg-s20-p03-c20-d10-n10-l5-10.xml.hg.graph,9,0.03,1.65,0.01,0.07
primalgraphs_reg-s20-p03-c20-d10-n10-l5-11.xml.hg.graph,9,0.03,1.5099999999999998,0.01,0.08
primalgraphs_reg-s20-p03-c20-d10-n10-l5-12.xml.hg.graph,8,0.02,1.4100000000000001,0.02,0.07
primalgraphs_reg-s20-p03-c20-d10-n10-l5-13.xml.hg.graph,8,0.03,1.0,0.01,0.05
